time,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,solar_generation_mw,wind_generation_mw
2023-01-01 00:00:00,25.993428306022466,64.8570617883618,6.240699830754342,0.0,0.0,504.1086448920116
2023-01-01 01:00:00,24.730643983009728,53.58653864638198,7.440913790152139,207.0552360820166,1035.276180410083,854.4823204543881
2023-01-01 02:00:00,26.309722243215575,54.187897045435975,4.282827548740029,399.99999999999994,1999.9999999999998,162.93561549550682
2023-01-01 03:00:00,28.067577454112318,63.08304185900855,9.391031638499713,565.685424949238,2828.42712474619,1717.7666783006919
2023-01-01 04:00:00,24.560383555061662,59.92963256077122,1.9056662296730575,692.8203230275509,3464.101615137755,0.0
2023-01-01 05:00:00,24.567588939062023,58.03828742646759,8.910818964344058,772.7406610312546,3863.703305156273,1467.4966693295114
2023-01-01 06:00:00,28.201461013977223,65.45510821428051,5.909628943149676,800.0,4000.0,428.0602511292601
2023-01-01 07:00:00,26.585077349130337,61.37708443229465,8.005159628543188,772.7406610312546,3863.703305156273,1063.981930127514
2023-01-01 08:00:00,24.11843160098675,60.76488884331397,6.727680868585225,692.820323027551,3464.1016151377553,631.5684252164185
2023-01-01 09:00:00,26.149672912540815,64.46455453918071,6.692068821821604,565.685424949238,2828.42712474619,621.5920606475387
2023-01-01 10:00:00,24.14488985904635,58.75267020684475,7.108508952053042,399.99999999999994,1999.9999999999998,745.0060625846105
2023-01-01 11:00:00,24.1474381199334,68.53360775485221,7.618108578175557,207.05523608201682,1035.2761804100842,916.9924025716676
2023-01-01 12:00:00,25.569994512018955,56.81356553723365,5.34233834682552,9.797174393178826e-14,4.898587196589413e-13,316.24118751806617
2023-01-01 13:00:00,21.266681777104715,64.10123237128064,8.069598261052473,0.0,0.0,1089.8833188049066
2023-01-01 14:00:00,21.650578850958265,68.04852655965652,3.831058752842433,0.0,0.0,116.62205768826776
2023-01-01 15:00:00,23.983011655407168,54.05565156783235,5.989338853347751,0.0,0.0,445.61614394510076
2023-01-01 16:00:00,23.089096615776,59.28821048433314,7.671939848544554,0.0,0.0,936.5691109441182
2023-01-01 17:00:00,25.750425605152305,66.778670759603,7.990035159231779,0.0,0.0,1057.9626456751832
2023-01-01 18:00:00,23.313054809707666,66.91659342829561,6.921577696522802,0.0,0.0,687.7641872857735
2023-01-01 19:00:00,22.311667512449546,60.335618425862215,5.213215124088529,0.0,0.0,293.86049269674663
